fpr,tpr
0.0,0.0
0.0,0.011904761904761904
0.0,0.19047619047619047
0.012048192771084338,0.19047619047619047
0.012048192771084338,0.23809523809523808
0.024096385542168676,0.2857142857142857
0.024096385542168676,0.2976190476190476
0.04819277108433735,0.2976190476190476
0.04819277108433735,0.32142857142857145
0.060240963855421686,0.32142857142857145
0.060240963855421686,0.40476190476190477
0.07228915662650602,0.40476190476190477
0.07228915662650602,0.4523809523809524
0.08433734939759036,0.4523809523809524
0.08433734939759036,0.5714285714285714
0.0963855421686747,0.5714285714285714
0.0963855421686747,0.5833333333333334
0.1686746987951807,0.5833333333333334
0.1686746987951807,0.6309523809523809
0.1927710843373494,0.6309523809523809
0.1927710843373494,0.6666666666666666
0.20481927710843373,0.6666666666666666
0.20481927710843373,0.6785714285714286
0.21686746987951808,0.6785714285714286
0.21686746987951808,0.7261904761904762
0.24096385542168675,0.7261904761904762
0.24096385542168675,0.7380952380952381
0.25301204819277107,0.7380952380952381
0.25301204819277107,0.7857142857142857
0.30120481927710846,0.7857142857142857
0.30120481927710846,0.7976190476190477
0.3493975903614458,0.7976190476190477
0.3493975903614458,0.8214285714285714
0.3614457831325301,0.8214285714285714
0.3614457831325301,0.8452380952380952
0.42168674698795183,0.8452380952380952
0.42168674698795183,0.8571428571428571
0.4457831325301205,0.8571428571428571
0.4457831325301205,0.8690476190476191
0.4578313253012048,0.8690476190476191
0.4578313253012048,0.8809523809523809
0.46987951807228917,0.8809523809523809
0.46987951807228917,0.8928571428571429
0.5542168674698795,0.8928571428571429
0.5542168674698795,0.9166666666666666
0.6987951807228916,0.9166666666666666
0.6987951807228916,0.9285714285714286
0.7349397590361446,0.9285714285714286
0.7349397590361446,0.9523809523809523
0.7710843373493976,0.9523809523809523
0.7710843373493976,0.9642857142857143
0.8554216867469879,0.9642857142857143
0.8554216867469879,0.9761904761904762
0.8674698795180723,0.9880952380952381
0.891566265060241,0.9880952380952381
0.891566265060241,1.0
1.0,1.0
