fpr,tpr
0.0,0.0
0.00014064499796064754,0.0009882781053857884
0.00027425774602326267,0.0020878193087289173
0.00043599949367800734,0.003102276966575256
0.0005766444916386549,0.004260722162954624
0.0007243217394973348,0.005124647394152797
0.0008649667374579823,0.006309272142992715
0.0009774827358265004,0.00742190312256612
0.0011110954838891155,0.008508354549678973
0.0012658049816458277,0.009405004221452835
0.0014345789791986047,0.010249294788305593
0.001547094977567123,0.011289931998612484
0.0016666432258336731,0.012225850999077172
0.0018213527235903856,0.012945788691742314
0.001954965471653001,0.013698450824983147
0.002109674969409713,0.014614735161102422
0.002243287717472328,0.01545902572795518
0.0024050294651270726,0.016309861182923078
0.002559738962883785,0.017134517085430425
0.0026933517109464004,0.017775916120713917
0.0028410289588050803,0.018548212918300163
0.0030379319559499865,0.01964120923352815
0.0031785769539106343,0.020341512261847883
0.003305157452075217,0.02131015570288826
0.003452834699933897,0.021827201863984135
0.003607544197690609,0.022579863997224968
0.0037481891956512568,0.023705584753028648
0.0039028986934079688,0.024589144648572234
0.004050575941266649,0.02546615965600068
0.0041912209392272965,0.026303905334738302
0.004338898187085976,0.027050022579863997
0.004472510935148591,0.027907402922947033
0.004627220432905304,0.028548801958230525
0.004781929930662016,0.029334188532047046
0.004908510428826599,0.030080305777172738
0.005042123176889214,0.03100313500140715
0.005182768174849861,0.03190632956129615
0.005281219673422315,0.033149858303172304
0.005393735671790832,0.034452291038084705
0.005555477419445578,0.03529658160493746
0.005696122417406225,0.036284859710323254
0.005878960914755067,0.037089880948485185
0.006026638162613746,0.03788181241041685
0.0061602509106763615,0.038575570550621434
0.006286831408840944,0.039485309998625574
0.006413411907005527,0.04036886989416916
0.00656812140476224,0.04121316046102192
0.006715798652620919,0.04184801460819027
0.006891604900071729,0.042541772748394865
0.007046314397828441,0.04330752465786598
0.007201023895585154,0.04397510324561001
0.007348701143443833,0.0446492267214692
0.007489346141404481,0.045401888854710026
0.007622958889467096,0.04629199363836875
0.007784700637121841,0.04699884155480362
0.007939410134878554,0.04800020943641969
0.008094119632635266,0.04888376933196327
0.008248829130391978,0.0497935087799674
0.008382441878454593,0.050578895353783924
0.008509022376619175,0.05169807122147247
0.008635602874783758,0.05231329070429541
0.008811409122234567,0.05281724708916101
0.008952054120195216,0.05366153765601377
0.009092699118155863,0.05434220601998809
0.009240376366014543,0.05501632949584727
0.009388053613873223,0.05563154897867021
0.009563859861324032,0.056351486671335355
0.009718569359080744,0.05739212388164224
0.009859214357041391,0.05857020374236702
0.00999985935500204,0.05927705165880189
0.01014753660286072,0.06006243823261841
0.01026708485112727,0.06080201058962897
0.01038663309939382,0.0614499545130276
